id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
23780,Male,64,1,37,0,> 2 Years,Yes,38217,26,277,1
23781,Female,30,1,28,0,< 1 Year,Yes,45380,152,202,1
23783,Female,44,1,28,0,1-2 Year,Yes,2630,26,18,1
23785,Female,44,1,28,0,1-2 Year,Yes,28943,124,53,1
23787,Male,24,1,37,0,< 1 Year,Yes,41674,152,189,1
23807,Female,36,1,28,0,1-2 Year,Yes,59806,124,244,1
23808,Male,63,1,8,0,1-2 Year,Yes,2630,156,197,1
23809,Female,56,1,3,0,> 2 Years,Yes,28035,124,292,1
23816,Female,21,1,34,0,< 1 Year,Yes,35149,160,66,1
23817,Female,32,1,49,0,1-2 Year,Yes,26619,156,97,1
23821,Male,46,1,15,0,1-2 Year,Yes,26459,124,36,1
23826,Male,51,1,28,0,1-2 Year,Yes,53056,26,210,1
23827,Male,41,1,11,0,1-2 Year,Yes,24392,124,271,1
23836,Female,55,1,1,0,> 2 Years,Yes,2630,26,72,1
23837,Female,23,1,35,0,< 1 Year,Yes,47913,156,206,1
23839,Female,52,1,19,0,1-2 Year,Yes,40044,30,229,1
23844,Male,57,1,28,0,> 2 Years,Yes,38124,124,243,1
23851,Male,49,1,28,0,1-2 Year,Yes,25932,124,82,1
23862,Female,44,1,28,0,1-2 Year,Yes,33698,124,248,1
23866,Female,35,1,13,0,1-2 Year,Yes,25238,26,296,1
23883,Male,33,1,15,0,< 1 Year,Yes,43923,124,119,1
23888,Female,29,1,29,0,1-2 Year,Yes,28459,163,21,1
23904,Male,57,1,28,0,1-2 Year,Yes,50767,26,88,1
23914,Female,27,1,41,0,< 1 Year,Yes,36087,152,249,1
23921,Female,43,1,19,0,1-2 Year,Yes,30602,26,91,1
23927,Male,58,1,8,0,> 2 Years,Yes,2630,124,133,1
23930,Female,24,1,29,0,< 1 Year,Yes,47357,26,132,1
23935,Female,49,1,28,0,1-2 Year,Yes,37771,26,238,1
23943,Male,43,1,10,0,1-2 Year,Yes,35108,25,298,1
23948,Male,59,1,33,0,1-2 Year,Yes,29958,157,56,1
23962,Male,48,1,38,0,1-2 Year,Yes,55172,124,33,1
23963,Female,25,1,28,0,< 1 Year,Yes,60157,152,37,1
23972,Female,28,1,38,0,1-2 Year,Yes,28054,124,153,1
23980,Male,45,1,50,0,1-2 Year,Yes,31623,152,118,1
24001,Female,38,1,5,0,1-2 Year,Yes,21663,124,81,1
24006,Male,22,1,26,0,< 1 Year,Yes,30063,152,275,1
24009,Male,34,1,15,0,1-2 Year,Yes,36875,152,147,1
24017,Female,45,1,28,0,1-2 Year,Yes,47383,123,223,1
24036,Female,37,1,28,0,1-2 Year,Yes,54066,124,285,1
24052,Male,53,1,41,0,1-2 Year,Yes,36837,124,261,1
24053,Female,37,1,33,0,1-2 Year,Yes,29717,124,12,1
24062,Male,44,1,18,0,1-2 Year,Yes,31338,26,249,1
24067,Male,29,1,18,0,< 1 Year,Yes,32325,124,19,1
24069,Male,55,1,29,0,1-2 Year,Yes,32232,122,23,1
24076,Female,31,1,28,0,1-2 Year,Yes,2630,157,145,1
24077,Male,45,1,3,0,1-2 Year,Yes,52482,26,92,1
24080,Female,40,1,47,0,1-2 Year,Yes,2630,156,106,1
24084,Female,46,1,8,0,1-2 Year,Yes,30128,26,107,1
24093,Female,38,1,17,0,1-2 Year,Yes,39426,30,269,1
24097,Male,44,1,33,0,1-2 Year,Yes,27931,124,170,1
24098,Female,45,1,8,0,1-2 Year,Yes,37791,26,290,1
24102,Female,33,1,26,0,< 1 Year,Yes,32426,26,176,1
24104,Female,44,1,28,0,1-2 Year,Yes,32019,124,257,1
24123,Male,53,1,17,0,> 2 Years,Yes,38126,26,230,1
24129,Female,77,1,28,0,1-2 Year,Yes,30655,26,266,1
24137,Male,24,1,33,0,< 1 Year,Yes,43352,152,105,1
24148,Male,36,1,28,0,1-2 Year,Yes,41219,26,48,1
24157,Male,45,1,8,0,1-2 Year,Yes,26816,7,296,1
24160,Female,42,1,46,0,1-2 Year,Yes,35024,26,197,1
24163,Male,40,1,33,0,1-2 Year,Yes,46542,124,24,1
24165,Female,39,1,28,0,1-2 Year,Yes,39641,122,177,1
24168,Female,35,1,24,0,1-2 Year,Yes,34768,26,293,1
24194,Male,42,1,28,0,1-2 Year,Yes,2630,26,207,1
24199,Female,28,1,8,0,1-2 Year,Yes,39632,157,130,1
24200,Male,35,1,28,0,1-2 Year,Yes,38681,124,258,1
24205,Female,45,1,43,0,> 2 Years,Yes,43754,124,239,1
24208,Male,40,1,28,0,1-2 Year,Yes,39143,26,244,1
24227,Male,42,1,28,0,1-2 Year,Yes,51741,124,86,1
24248,Female,35,1,21,0,1-2 Year,Yes,2630,157,34,1
24255,Female,31,1,28,0,1-2 Year,Yes,35910,124,141,1
24269,Male,31,1,28,0,< 1 Year,Yes,40582,154,254,1
24287,Male,23,1,34,0,< 1 Year,Yes,23284,152,202,1
24311,Female,47,1,28,0,1-2 Year,Yes,43229,124,292,1
24332,Female,32,1,29,0,1-2 Year,No,2630,156,278,1
24335,Male,32,1,3,0,< 1 Year,Yes,31407,152,286,1
24343,Male,29,1,1,0,1-2 Year,Yes,2630,156,163,1
24354,Male,51,1,28,0,1-2 Year,Yes,36053,26,95,1
24379,Male,42,1,28,0,1-2 Year,Yes,32668,122,140,1
24384,Female,55,1,28,0,1-2 Year,Yes,57559,155,143,1
24386,Male,50,1,35,0,1-2 Year,Yes,2630,26,217,1
24397,Female,35,1,33,0,1-2 Year,Yes,29942,156,226,1
24403,Male,48,1,41,0,> 2 Years,Yes,52739,26,89,1
24406,Male,56,1,28,0,1-2 Year,Yes,46429,26,31,1
24407,Female,41,1,28,0,1-2 Year,Yes,54916,26,121,1
24457,Female,55,1,28,0,1-2 Year,Yes,40643,26,26,1
24464,Female,42,1,28,0,1-2 Year,Yes,35566,124,21,1
24481,Female,46,1,28,0,1-2 Year,Yes,30745,26,171,1
24494,Female,28,1,30,0,< 1 Year,No,28124,152,154,1
24498,Male,42,1,28,0,> 2 Years,Yes,39220,122,183,1
24503,Male,53,1,38,0,1-2 Year,Yes,2630,124,247,1
24505,Female,28,1,15,0,< 1 Year,Yes,2630,26,58,1
24509,Male,46,1,28,0,1-2 Year,Yes,49018,26,298,1
24540,Male,56,1,28,0,1-2 Year,Yes,32565,26,214,1
24548,Male,53,1,28,0,1-2 Year,Yes,35118,154,65,1
24551,Male,42,1,3,0,1-2 Year,Yes,2630,124,255,1
24560,Male,59,1,26,0,1-2 Year,Yes,35847,26,32,1
24562,Male,30,1,3,0,< 1 Year,Yes,22143,124,259,1
24570,Male,56,1,3,0,1-2 Year,Yes,38463,26,103,1
24571,Female,28,1,26,0,1-2 Year,Yes,2630,156,52,1
24579,Male,23,1,50,0,< 1 Year,Yes,37072,152,55,1
24592,Male,44,1,33,0,1-2 Year,Yes,2630,156,167,1
24607,Male,40,1,39,0,1-2 Year,Yes,2630,26,135,1
24623,Male,36,1,8,0,1-2 Year,Yes,2630,157,189,1
24625,Male,42,1,28,0,> 2 Years,Yes,61726,26,288,1
24643,Female,42,1,28,0,1-2 Year,Yes,65951,26,247,1
24655,Female,26,1,4,0,< 1 Year,Yes,40647,152,174,1
24664,Male,59,1,28,0,> 2 Years,Yes,51928,163,190,1
24669,Male,66,1,28,0,1-2 Year,Yes,70866,26,183,1
24671,Female,46,1,28,0,1-2 Year,Yes,39477,26,155,1
24673,Female,58,1,8,0,1-2 Year,Yes,2630,157,86,1
24675,Female,52,1,28,0,> 2 Years,Yes,42192,122,168,1
24681,Female,42,1,27,0,1-2 Year,Yes,35739,26,32,1
24701,Male,45,1,30,0,1-2 Year,Yes,32261,124,278,1
24705,Female,50,1,8,0,> 2 Years,Yes,46837,124,75,1
24716,Male,28,1,28,0,< 1 Year,Yes,30348,156,205,1
24728,Male,42,1,28,0,1-2 Year,Yes,48598,122,216,1
24732,Male,52,1,8,0,1-2 Year,Yes,31492,26,95,1
24738,Female,46,1,28,0,> 2 Years,Yes,42244,26,269,1
24748,Male,47,1,45,0,1-2 Year,Yes,20314,28,249,1
24753,Male,53,1,28,0,1-2 Year,Yes,47305,61,131,1
24759,Female,38,1,29,0,1-2 Year,Yes,2630,156,140,1
24766,Female,47,1,28,0,1-2 Year,Yes,20449,163,97,1
24774,Male,29,1,15,0,< 1 Year,Yes,37333,152,75,1
24784,Female,37,1,28,0,1-2 Year,Yes,2630,124,254,1
24794,Male,41,1,8,0,1-2 Year,Yes,36026,124,36,1
24797,Male,22,1,3,0,< 1 Year,Yes,20697,152,42,1
24801,Female,41,1,28,0,1-2 Year,Yes,47407,124,272,1
24812,Female,47,1,47,0,1-2 Year,Yes,51732,26,260,1
24819,Female,40,1,28,0,1-2 Year,Yes,27368,26,222,1
24822,Female,32,1,28,0,< 1 Year,Yes,36919,26,175,1
24826,Male,70,1,28,0,1-2 Year,Yes,67298,4,107,1
24829,Male,39,1,21,0,1-2 Year,Yes,2630,156,80,1
24850,Male,43,1,28,0,1-2 Year,Yes,25699,26,62,1
24853,Male,51,1,37,0,1-2 Year,Yes,31034,124,19,1
24856,Female,44,1,28,0,1-2 Year,Yes,32310,26,246,1
24874,Female,52,1,28,0,1-2 Year,Yes,32257,122,84,1
24875,Female,58,1,48,0,1-2 Year,Yes,2630,26,123,1
24882,Male,38,1,28,0,1-2 Year,Yes,2630,3,200,1
24886,Female,33,1,26,0,< 1 Year,Yes,31469,124,263,1
24887,Male,48,1,28,0,> 2 Years,Yes,65409,124,199,1
24894,Male,42,1,28,0,1-2 Year,Yes,37329,26,118,1
24904,Male,47,1,28,0,1-2 Year,Yes,36499,26,233,1
24905,Male,51,1,28,0,1-2 Year,Yes,48491,26,203,1
24906,Female,75,1,46,0,1-2 Year,Yes,29354,26,223,1
24913,Male,46,1,33,0,1-2 Year,Yes,2630,124,167,1
24928,Male,42,1,33,0,1-2 Year,Yes,22295,13,214,1
24931,Female,30,1,28,0,1-2 Year,Yes,51854,26,97,1
24933,Male,59,1,25,0,1-2 Year,Yes,2630,26,39,1
24947,Male,43,1,28,0,1-2 Year,Yes,68814,26,252,1
24959,Male,29,1,18,0,< 1 Year,Yes,41042,152,174,1
24970,Female,53,1,28,0,1-2 Year,Yes,51203,26,159,1
24976,Male,42,1,8,0,1-2 Year,Yes,58859,124,36,1
24977,Male,40,1,48,0,1-2 Year,Yes,2630,26,31,1
25001,Male,48,1,28,0,1-2 Year,Yes,25118,122,148,1
25013,Female,43,1,32,0,1-2 Year,No,2630,156,40,1
25017,Male,72,1,28,0,1-2 Year,Yes,33068,24,287,1
25034,Male,26,1,31,0,1-2 Year,Yes,2630,124,24,1
25037,Male,42,1,15,0,> 2 Years,Yes,38737,124,24,1
25047,Male,49,1,2,0,1-2 Year,No,2630,156,256,1
25052,Male,27,1,28,0,1-2 Year,Yes,2630,158,15,1
25057,Male,47,1,8,0,1-2 Year,Yes,32648,124,106,1
25058,Male,51,1,28,0,> 2 Years,Yes,36207,124,88,1
25073,Male,42,1,46,0,1-2 Year,Yes,27583,91,125,1
25075,Male,53,1,28,0,1-2 Year,Yes,32834,26,191,1
25079,Male,61,1,46,0,1-2 Year,Yes,28396,124,110,1
25095,Male,28,1,28,0,< 1 Year,Yes,44740,26,51,1
25112,Male,39,1,50,0,> 2 Years,Yes,25683,26,67,1
25123,Male,47,1,13,0,1-2 Year,Yes,25532,124,146,1
25128,Male,42,1,28,0,1-2 Year,Yes,44908,26,153,1
25129,Male,41,1,29,0,1-2 Year,Yes,32684,124,63,1
25131,Male,42,1,28,0,1-2 Year,Yes,24319,124,95,1
25139,Male,49,1,28,0,1-2 Year,Yes,48143,26,217,1
25141,Female,45,1,0,0,1-2 Year,Yes,2630,26,138,1
25144,Male,34,1,38,0,1-2 Year,Yes,21203,26,101,1
25151,Female,26,1,41,0,< 1 Year,Yes,32626,152,183,1
25154,Male,46,1,28,0,1-2 Year,Yes,39517,26,50,1
25161,Male,49,1,33,0,1-2 Year,Yes,29747,154,126,1
25175,Male,47,1,28,0,1-2 Year,Yes,38165,26,106,1
25183,Male,42,1,47,0,1-2 Year,Yes,22030,124,56,1
25185,Male,56,1,36,0,> 2 Years,Yes,31365,26,94,1
25190,Male,45,1,28,0,1-2 Year,Yes,35149,26,298,1
25206,Female,58,1,28,0,1-2 Year,Yes,33536,163,90,1
25212,Male,44,1,28,0,1-2 Year,Yes,38962,124,287,1
25213,Female,23,1,24,0,< 1 Year,Yes,30045,152,211,1
25214,Male,55,1,28,0,1-2 Year,Yes,43832,122,168,1
25234,Female,45,1,28,0,1-2 Year,Yes,33830,26,189,1
25240,Male,44,1,18,0,1-2 Year,Yes,50969,124,189,1
25247,Male,43,1,28,0,1-2 Year,Yes,34716,26,32,1
25254,Female,36,1,28,0,1-2 Year,Yes,37744,26,257,1
25257,Male,53,1,12,0,1-2 Year,Yes,43797,124,108,1
25263,Female,45,1,28,0,1-2 Year,Yes,43579,26,206,1
25264,Female,77,1,46,0,> 2 Years,Yes,42526,30,224,1
25279,Male,41,1,8,0,1-2 Year,Yes,28769,124,164,1
25292,Female,24,1,15,0,< 1 Year,Yes,37649,152,191,1
25302,Female,45,1,28,0,> 2 Years,Yes,36167,26,35,1
25324,Male,48,1,30,0,1-2 Year,Yes,2630,124,216,1
25328,Male,35,1,28,0,1-2 Year,Yes,50044,26,214,1
25334,Male,65,1,28,0,1-2 Year,Yes,69458,26,67,1
25344,Female,30,1,23,0,< 1 Year,Yes,22863,152,204,1
25351,Male,49,1,41,0,> 2 Years,Yes,35413,26,33,1
25378,Female,27,1,28,0,< 1 Year,Yes,65466,152,208,1
25379,Male,35,1,30,0,1-2 Year,Yes,2630,157,111,1
25382,Male,71,1,28,0,1-2 Year,Yes,47991,13,87,1
25388,Male,39,1,29,0,1-2 Year,Yes,33927,26,99,1
25391,Male,41,1,46,0,1-2 Year,Yes,23826,124,261,1
25394,Female,40,1,23,0,1-2 Year,Yes,24158,155,112,1
25395,Male,39,1,28,0,1-2 Year,Yes,36998,124,143,1
25401,Female,42,1,28,0,1-2 Year,Yes,2630,124,244,1
25437,Male,65,1,28,0,1-2 Year,Yes,57986,122,122,1
25439,Female,25,1,18,0,< 1 Year,Yes,2630,156,225,1
25454,Male,46,1,6,0,1-2 Year,Yes,2630,26,19,1
25457,Male,55,1,29,0,> 2 Years,Yes,48056,26,105,1
25462,Female,41,1,28,0,1-2 Year,Yes,34662,124,167,1
25476,Male,46,1,41,0,1-2 Year,Yes,31719,26,78,1
25482,Male,59,1,29,0,1-2 Year,Yes,31351,26,84,1
25489,Male,45,1,15,0,1-2 Year,Yes,2630,124,275,1
25504,Female,32,1,14,0,< 1 Year,Yes,2630,156,91,1
25505,Female,41,1,14,0,1-2 Year,Yes,2630,157,242,1
25512,Female,47,1,28,0,> 2 Years,Yes,2630,26,21,1
25522,Male,24,1,28,0,< 1 Year,Yes,53103,152,119,1
25533,Male,50,1,28,0,1-2 Year,Yes,229935,122,64,1
25548,Male,42,1,37,0,1-2 Year,Yes,2630,26,174,1
25554,Male,53,1,28,0,1-2 Year,Yes,28252,124,138,1
25561,Female,49,1,23,0,1-2 Year,Yes,26607,124,110,1
25564,Female,45,1,28,0,> 2 Years,Yes,2630,55,70,1
25570,Male,54,1,28,0,> 2 Years,Yes,57512,26,197,1
25575,Female,55,1,28,0,1-2 Year,Yes,45639,26,129,1
25580,Male,52,1,41,0,1-2 Year,Yes,2630,26,225,1
25585,Male,48,1,28,0,1-2 Year,Yes,23706,155,51,1
25591,Female,33,1,35,0,1-2 Year,Yes,2630,157,146,1
25597,Male,46,1,8,0,1-2 Year,Yes,32918,124,151,1
25615,Female,24,1,6,0,< 1 Year,Yes,26487,26,90,1
25620,Female,27,1,28,0,< 1 Year,Yes,29923,152,188,1
25621,Female,27,1,46,0,1-2 Year,Yes,32570,155,123,1
25623,Female,38,1,28,0,1-2 Year,Yes,24506,124,242,1
25629,Male,32,1,36,0,1-2 Year,Yes,2630,124,132,1
25633,Female,60,1,28,0,1-2 Year,Yes,24786,26,144,1
25639,Female,23,1,35,0,1-2 Year,Yes,36720,26,88,1
25642,Male,64,1,28,0,1-2 Year,Yes,44448,26,144,1
25657,Male,50,1,33,0,1-2 Year,Yes,29987,124,226,1
25665,Female,33,1,28,0,1-2 Year,Yes,50190,26,189,1
25671,Male,40,1,18,0,1-2 Year,Yes,27112,131,239,1
25679,Female,43,1,29,0,1-2 Year,Yes,25846,26,91,1
25684,Male,47,1,4,0,> 2 Years,Yes,43442,26,183,1
25686,Male,42,1,45,0,1-2 Year,Yes,50647,124,13,1
25692,Female,39,1,28,0,1-2 Year,Yes,28080,152,124,1
25697,Male,47,1,29,0,1-2 Year,Yes,31336,26,64,1
25709,Male,44,1,4,0,1-2 Year,Yes,34774,124,108,1
25720,Male,49,1,28,0,1-2 Year,Yes,38389,26,280,1
25757,Female,35,1,28,0,1-2 Year,Yes,2630,157,166,1
25760,Male,76,1,0,0,1-2 Year,Yes,2630,26,202,1
25763,Male,33,1,33,0,< 1 Year,Yes,2630,156,85,1
25772,Male,40,1,0,0,> 2 Years,Yes,2630,26,168,1
25773,Male,56,1,39,0,1-2 Year,Yes,37925,124,25,1
25778,Female,49,1,26,0,1-2 Year,Yes,28430,26,127,1
25789,Female,33,1,28,0,< 1 Year,Yes,34800,124,205,1
25791,Male,44,1,32,0,1-2 Year,Yes,2630,26,101,1
25809,Male,50,1,29,0,1-2 Year,Yes,2630,156,289,1
25812,Female,45,1,29,0,1-2 Year,Yes,57523,26,126,1
25819,Male,35,1,15,0,1-2 Year,Yes,35040,157,246,1
25822,Male,55,1,29,0,< 1 Year,Yes,35926,26,295,1
25843,Male,22,1,3,0,< 1 Year,Yes,31722,152,140,1
25854,Female,49,1,28,0,1-2 Year,Yes,28497,163,122,1
25855,Male,35,1,2,0,1-2 Year,Yes,31012,124,229,1
25856,Female,56,1,28,0,1-2 Year,Yes,54861,26,105,1
25857,Male,44,1,11,0,1-2 Year,No,27507,26,150,1
25870,Female,55,1,28,0,1-2 Year,Yes,2630,26,85,1
25874,Male,42,1,50,0,1-2 Year,Yes,32830,124,55,1
25879,Male,51,1,23,0,> 2 Years,Yes,20368,26,168,1
25882,Female,43,1,28,0,1-2 Year,Yes,39462,26,127,1
25889,Male,25,1,15,0,< 1 Year,Yes,31824,152,251,1
25902,Female,46,1,36,0,1-2 Year,Yes,38191,124,82,1
25909,Male,24,1,46,0,< 1 Year,Yes,2630,152,198,1
25919,Male,39,1,41,0,1-2 Year,Yes,25248,12,233,1
25935,Female,66,1,8,0,1-2 Year,Yes,2630,156,32,1
25936,Male,54,1,8,0,1-2 Year,Yes,24321,124,10,1
25942,Female,46,1,28,0,1-2 Year,Yes,31185,59,25,1
25948,Female,26,1,8,0,< 1 Year,Yes,34032,152,128,1
25950,Male,51,1,47,0,1-2 Year,Yes,31214,124,198,1
25985,Female,49,1,28,0,1-2 Year,Yes,38373,26,271,1
26022,Female,73,1,28,0,> 2 Years,Yes,26704,26,163,1
26029,Male,76,1,47,0,1-2 Year,Yes,32160,16,298,1
26030,Male,75,1,28,0,> 2 Years,Yes,55807,26,283,1
26037,Female,32,1,18,0,< 1 Year,Yes,2630,156,267,1
26084,Male,38,1,41,0,1-2 Year,Yes,26811,136,166,1
26086,Female,22,1,2,0,< 1 Year,Yes,28399,152,97,1
26089,Male,36,1,4,0,1-2 Year,Yes,25774,124,278,1
26091,Female,41,1,50,0,1-2 Year,Yes,2630,157,179,1
26100,Female,47,1,28,0,1-2 Year,Yes,53019,124,148,1
26109,Male,58,1,28,0,1-2 Year,Yes,43951,124,210,1
26111,Female,45,1,28,0,1-2 Year,Yes,28321,124,117,1
26114,Female,41,1,39,0,1-2 Year,Yes,67140,124,254,1
26117,Male,35,1,30,0,1-2 Year,Yes,25610,26,175,1
26118,Male,41,1,28,0,1-2 Year,Yes,32028,124,90,1
26119,Female,21,1,50,0,< 1 Year,Yes,33590,160,168,1
26150,Male,23,1,11,0,< 1 Year,Yes,34495,26,269,1
26159,Female,38,1,33,0,1-2 Year,Yes,31351,154,134,1
26168,Male,63,0,28,0,1-2 Year,Yes,2630,122,44,1
26172,Female,42,1,28,0,1-2 Year,Yes,61375,124,164,1
26179,Female,35,1,28,0,1-2 Year,Yes,44847,124,232,1
26184,Female,39,1,28,0,1-2 Year,Yes,31279,124,260,1
26186,Male,56,1,28,0,1-2 Year,Yes,24754,26,132,1
26189,Male,72,1,28,0,1-2 Year,Yes,30591,124,42,1
26195,Female,48,1,28,0,> 2 Years,Yes,46615,26,130,1
26196,Male,38,1,28,0,1-2 Year,Yes,40434,124,234,1
26210,Male,42,1,41,0,1-2 Year,Yes,36360,124,195,1
26234,Male,23,1,15,0,< 1 Year,Yes,36721,152,118,1
26236,Male,43,1,29,0,1-2 Year,Yes,35665,26,263,1
26250,Female,24,1,17,0,< 1 Year,Yes,34295,152,195,1
26251,Male,58,1,28,0,1-2 Year,Yes,58328,26,79,1
26272,Female,50,1,29,0,1-2 Year,Yes,28536,124,25,1
26273,Female,38,1,41,0,1-2 Year,Yes,31019,26,122,1
26278,Female,55,1,28,0,1-2 Year,Yes,59334,156,237,1
26280,Male,41,1,36,0,1-2 Year,Yes,45450,124,233,1
26288,Female,25,1,36,0,< 1 Year,Yes,23936,152,257,1
26289,Male,41,1,46,0,1-2 Year,Yes,31919,124,212,1
26300,Female,28,1,21,0,< 1 Year,Yes,35631,152,31,1
26303,Male,47,1,50,0,1-2 Year,Yes,35416,25,292,1
26310,Female,41,1,28,0,1-2 Year,Yes,42480,26,16,1
26311,Male,39,1,28,0,1-2 Year,Yes,46759,23,37,1
26312,Female,58,1,46,0,1-2 Year,Yes,27891,154,191,1
26320,Male,35,1,29,0,1-2 Year,Yes,40767,124,89,1
26332,Female,43,1,28,0,1-2 Year,Yes,53432,26,159,1
26337,Female,57,1,28,0,1-2 Year,Yes,57640,26,96,1
26348,Female,41,1,3,0,1-2 Year,Yes,22362,156,137,1
26360,Male,53,1,28,0,1-2 Year,Yes,57171,124,91,1
26365,Male,45,1,28,0,> 2 Years,Yes,39671,26,150,1
26369,Female,41,1,41,0,1-2 Year,Yes,2630,157,52,1
26375,Female,22,1,8,0,< 1 Year,Yes,39477,152,50,1
26382,Male,41,1,30,0,1-2 Year,Yes,2630,163,132,1
26395,Male,42,1,8,0,1-2 Year,Yes,36696,26,77,1
26399,Female,25,1,14,0,< 1 Year,Yes,31734,152,210,1
26406,Female,45,1,28,0,1-2 Year,Yes,32972,26,220,1
26407,Male,27,1,28,0,< 1 Year,Yes,2630,156,191,1
26408,Male,47,1,20,0,1-2 Year,Yes,2630,26,148,1
26420,Female,42,1,28,0,1-2 Year,Yes,40740,26,81,1
26424,Male,60,1,10,0,1-2 Year,Yes,28237,163,168,1
26433,Male,42,1,9,0,1-2 Year,Yes,26346,26,159,1
26439,Male,54,1,50,0,1-2 Year,Yes,44250,25,25,1
26440,Female,40,1,8,0,1-2 Year,Yes,41134,122,82,1
26441,Male,43,1,50,0,1-2 Year,Yes,35210,30,54,1
26461,Female,66,1,15,0,1-2 Year,Yes,33939,157,23,1
26464,Male,32,1,39,0,> 2 Years,Yes,26796,26,284,1
26471,Female,44,1,28,0,1-2 Year,Yes,2630,124,11,1
26472,Male,41,1,28,0,1-2 Year,Yes,28358,26,81,1
26494,Female,27,1,3,0,< 1 Year,Yes,23900,152,124,1
26497,Male,55,1,12,0,1-2 Year,Yes,2630,26,269,1
26498,Male,48,1,28,0,1-2 Year,Yes,33212,26,258,1
26508,Female,77,1,36,0,1-2 Year,Yes,2630,124,20,1
26509,Male,56,1,11,0,1-2 Year,Yes,30980,26,106,1
26518,Male,44,1,28,0,1-2 Year,Yes,47615,26,143,1
26526,Male,50,1,28,0,> 2 Years,Yes,40015,25,164,1
26527,Male,42,1,6,0,1-2 Year,Yes,23262,163,20,1
26537,Female,43,1,28,0,> 2 Years,Yes,33377,26,102,1
26547,Male,34,1,29,0,1-2 Year,Yes,59060,156,143,1
26548,Male,46,1,28,0,1-2 Year,Yes,53767,154,133,1
26568,Male,43,1,41,0,1-2 Year,Yes,41394,26,14,1
26575,Male,44,1,28,0,1-2 Year,Yes,2630,26,145,1
26577,Female,33,1,18,0,< 1 Year,Yes,28895,124,187,1
26579,Male,71,1,46,0,> 2 Years,Yes,36381,124,141,1
26582,Male,26,1,37,0,< 1 Year,Yes,31384,152,53,1
26586,Female,43,1,16,0,1-2 Year,Yes,33058,124,163,1
26596,Female,25,1,12,0,< 1 Year,No,33082,152,242,1
26633,Male,64,1,46,0,> 2 Years,Yes,30559,157,225,1
26641,Male,45,1,8,0,> 2 Years,Yes,90305,26,83,1
26647,Male,33,1,28,0,1-2 Year,Yes,29596,124,118,1
26649,Male,32,1,28,0,1-2 Year,Yes,24060,156,75,1
26650,Female,57,1,28,0,> 2 Years,Yes,44320,26,65,1
26657,Female,30,1,28,0,< 1 Year,Yes,41863,122,20,1
26661,Male,25,1,11,0,< 1 Year,Yes,38321,152,56,1
26669,Female,43,1,28,0,> 2 Years,Yes,2630,124,70,1
26670,Male,40,1,46,0,1-2 Year,Yes,23591,124,161,1
26671,Male,45,1,18,0,1-2 Year,Yes,37379,26,41,1
26674,Female,22,1,6,0,< 1 Year,Yes,2630,160,157,1
26692,Female,45,1,28,0,1-2 Year,Yes,42988,124,214,1
26702,Male,44,1,28,0,> 2 Years,Yes,31323,26,163,1
26709,Male,43,1,28,0,1-2 Year,Yes,58627,124,23,1
26710,Male,60,1,28,0,1-2 Year,Yes,74445,124,56,1
26711,Female,59,1,50,0,> 2 Years,Yes,31067,8,242,1
26723,Male,40,1,36,0,1-2 Year,Yes,40784,124,54,1
26727,Male,59,1,41,0,1-2 Year,Yes,26033,124,132,1
26734,Female,50,1,28,0,> 2 Years,Yes,42015,26,44,1
26743,Female,23,1,27,0,< 1 Year,Yes,23818,152,146,1
26744,Female,44,1,41,0,> 2 Years,Yes,30476,124,43,1
26748,Female,42,1,28,0,1-2 Year,Yes,31897,122,183,1
26751,Male,38,1,28,0,1-2 Year,Yes,31319,124,296,1
26759,Female,45,1,0,0,1-2 Year,Yes,2630,26,77,1
26781,Female,66,1,28,0,> 2 Years,Yes,47828,122,18,1
26788,Female,35,1,11,0,1-2 Year,Yes,27542,154,140,1
26791,Female,34,1,39,0,1-2 Year,Yes,29852,124,71,1
26792,Male,45,1,28,0,1-2 Year,Yes,41456,26,216,1
26801,Male,45,1,28,0,1-2 Year,Yes,41612,26,113,1
26810,Female,31,1,7,0,< 1 Year,No,39184,124,168,1
26812,Female,76,1,0,0,1-2 Year,Yes,2630,26,162,1
26815,Female,42,1,28,0,1-2 Year,Yes,43515,124,146,1
26822,Male,44,1,28,0,1-2 Year,Yes,30861,26,237,1
26829,Male,31,1,13,0,< 1 Year,Yes,2630,156,143,1
26830,Male,39,1,11,0,1-2 Year,Yes,39481,124,125,1
26834,Male,24,1,21,0,< 1 Year,Yes,23153,152,66,1
26848,Male,32,1,41,0,< 1 Year,Yes,30339,26,231,1
26876,Male,42,1,28,0,1-2 Year,Yes,38100,52,116,1
26877,Male,30,1,28,0,1-2 Year,Yes,38489,154,54,1
26888,Male,44,1,41,0,1-2 Year,Yes,28431,124,228,1
26905,Female,48,1,28,0,1-2 Year,Yes,32666,26,139,1
26909,Male,25,1,7,0,1-2 Year,Yes,2630,124,14,1
26916,Female,42,1,28,0,1-2 Year,Yes,44152,26,265,1
26931,Female,53,1,28,0,1-2 Year,Yes,52543,26,296,1
26952,Female,45,1,28,0,> 2 Years,Yes,54310,26,95,1
26954,Female,43,1,28,0,1-2 Year,Yes,42525,124,115,1
